CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,EstimatedSalaryINR
15684198,McDonald,551,FRA,Female,38,10,€ 216.27,19464.3
15774882,Mazzanti,687,France,Female,35,3,"€ 1,713.10",154179
15714227,Kelly,672,FRA,Female,53,7,"€ 136,910.18",12321916.2
15608653,Davison,521,Spain,Female,34,7,"€ 20,243.97",1821957.3
15784280,Reilly,686,Germany,Male,35,2,"€ 86,043.27",7743894.3
15789546,Ojiofor,639,Spain,Male,28,8,"€ 126,561.07",11390496.3
15590320,Shelton,850,France,Male,66,4,"€ 64,350.80",5791572
15678385,Lange,465,FRA,Male,25,2,"€ 10,472.31",942507.9
15571778,Trentini,817,French,Female,55,10,"€ 95,941.55",8634739.5
15657085,Gardiner,578,French,Male,23,10,"€ 125,222.36",11270012.4
15640627,Wan,611,Spain,Male,34,4,"€ 170,950.58",15385552.2
15566211,Hsu,616,Germany,Female,41,1,€ 236.45,21280.5
15669293,Hovell,517,France,Male,37,5,"€ 31,517.16",2836544.4
15595067,Zhirov,637,Spain,Female,40,6,"€ 181,610.60",16344954
15753566,Espinosa,806,French,Female,32,3,"€ 156,593.09",14093378.1
15650391,Wallace,633,France,Female,29,7,"€ 4,272.00",384480
15681843,Barbour,624,Germany,Female,35,0,"€ 163,587.90",14722911
15814846,Ozerova,691,French,Male,52,3,"€ 175,843.68",15825931.2
15670374,Wright,819,Germany,Female,49,1,"€ 166,164.30",14954787
15762332,Ulyanova,568,Germany,Female,31,1,"€ 61,796.64",5561697.6
15700223,Steiner,806,France,Male,48,4,"€ 21,439.49",1929554.1
15729956,Akabueze,726,Spain,Female,26,1,"€ 19,225.85",1730326.5
15594862,Aleksandrova,552,France,Male,36,8,"€ 132,547.02",11929231.8
15598782,Pinto,755,Germany,Female,30,6,"€ 62,688.55",5641969.5
15745080,Griffiths,634,FRA,Male,26,8,"€ 21,760.96",1958486.4
15703399,McNeil,756,French,Female,26,5,"€ 154,460.68",13901461.2
15732175,Bruno,776,French,Male,37,2,"€ 8,065.00",725850
15630725,Johnson,649,French,Female,45,5,"€ 173,365.90",15602931
15640260,Okorie,595,Germany,Male,32,8,"€ 69,428.79",6248591.1
15716822,Moen,646,FRA,Male,30,5,"€ 12,757.14",1148142.6
15583748,McGuigan,592,Spain,Male,38,8,"€ 180,426.20",16238358
15605968,Fancher,574,France,Male,26,8,"€ 43,093.67",3878430.3
15790683,Matthews,850,French,Male,36,1,"€ 68,594.00",6173460
15607713,Kaeppel,850,Spain,Female,29,1,"€ 197,996.65",17819698.5
15700212,Shih,475,FRA,Female,46,10,"€ 122,953.00",11065770
15626710,Yudina,642,France,Female,39,4,"€ 76,821.24",6913911.6
15716491,Akabueze,710,Spain,Female,51,4,"€ 141,400.51",12726045.9
15625824,Kornilova,596,Spain,Male,30,6,"€ 41,921.75",3772957.5
15617705,Ozioma,609,France,Female,39,8,"€ 175,664.25",15809782.5
15761976,Su,797,Spain,Female,31,8,"€ 117,916.63",10612496.7
15634891,Jamison,504,Germany,Female,43,7,"€ 194,690.77",17522169.3
15744517,Esposito,735,Spain,Male,50,9,"€ 166,677.35",15000961.5
15686963,Hardiman,680,Spain,Female,30,3,"€ 160,131.58",14411842.2
15808189,Woodard,449,French,Male,52,6,"€ 123,622.00",11125980
15580845,Chienezie,685,Germany,Male,57,7,"€ 113,483.96",10213556.4
15799156,Okwuadigbo,569,Spain,Male,38,8,"€ 79,618.79",7165691.1
15694296,Chineze,631,France,Male,35,9,"€ 24,472.23",2202500.7
15677049,O'Brien,595,Germany,Female,25,7,"€ 177,025.79",15932321.1
15583595,Tao,461,French,Female,28,8,"€ 103,349.74",9301476.6
15590146,Mao,630,French,Male,50,1,"€ 63,606.22",5724559.8
15801548,Buckland,661,FRA,Female,31,7,"€ 14,490.79",1304171.1
15660833,Flannery,796,Germany,Male,39,5,"€ 105,080.53",9457247.7
15762277,Jamieson,710,French,Male,47,5,"€ 83,499.89",7514990.1
15791302,Swift,741,France,Male,32,8,"€ 143,598.70",12923883
15798975,Doherty,606,Germany,Male,48,4,"€ 36,091.91",3248271.9
15599956,Payne,747,French,Male,27,10,"€ 13,007.89",1170710.1
15577274,Genovese,549,Germany,Female,43,3,"€ 6,101.41",549126.9
15701200,Lucciano,576,France,Male,36,6,"€ 48,314.00",4348260
15638149,Rowley,528,FRA,Male,37,6,"€ 197,111.99",17740079.1
15786199,Hsing,535,French,Male,33,2,"€ 110,299.78",9926980.2
15701765,Vincent,575,Spain,Female,37,0,"€ 30,114.32",2710288.8
15586974,Pearce,656,FRA,Male,39,10,"€ 98,894.64",8900517.6
15729040,Lamb,440,France,Male,42,2,"€ 49,826.68",4484401.2
15788676,Riley,539,Spain,Male,38,8,"€ 10,074.05",906664.5
15602497,Honore,850,Spain,Male,39,6,"€ 20,769.88",1869289.2
15701333,Blackburn,646,French,Female,37,7,"€ 163,427.18",14708446.2
15812071,Endrizzi,744,French,Male,54,6,"€ 140,068.77",12606189.3
15634375,Duncan,710,Spain,Female,36,8,"€ 83,206.19",7488557.1
15738267,Macarthur,544,FRA,Female,64,3,"€ 111,402.97",10026267.3
15786800,Gould,723,Germany,Male,52,5,"€ 92,873.50",8358615
15591130,Medvedev,507,Spain,Female,29,6,"€ 94,780.90",8530281
15720662,Sholes,787,French,Female,35,1,"€ 16,607.15",1494643.5
15751531,Shaw,598,Spain,Male,41,8,"€ 161,954.43",14575898.7
15653595,Ts'ai,796,French,Male,51,6,"€ 194,733.28",17525995.2
15568360,Rolon,569,Spain,Female,41,4,"€ 163,524.70",14717223
15781210,Reid,711,France,Male,34,8,"€ 48,260.19",4343417.1
15668058,Chinwendu,661,Germany,Male,35,8,"€ 86,678.48",7801063.2
15597131,Fu,415,France,Male,32,5,"€ 3,064.65",275818.5
15697283,Mackenzie,578,Spain,Male,23,8,"€ 112,124.98",10091248.2
15640953,Bligh,611,FRA,Female,26,2,"€ 120,801.65",10872148.5
15715031,Davidson,600,France,Female,28,6,"€ 52,193.23",4697390.7
15589660,Lamble,661,Germany,Female,32,1,"€ 56,636.28",5097265.2
15769818,Moore,850,French,Female,37,3,"€ 69,372.88",6243559.2
15782736,Jose,573,Germany,Female,47,4,"€ 164,038.07",14763426.3
15614818,Trevisani,764,Spain,Female,33,9,"€ 118,982.51",10708425.9
15794014,Schofield,838,FRA,Female,34,8,"€ 27,472.07",2472486.3
15732448,Stewart,821,French,Female,28,8,"€ 36,754.13",3307871.7
15723411,Jamieson,607,Spain,Female,36,4,"€ 46,416.36",4177472.4
15797686,Howard,558,FRA,Male,38,8,"€ 152,872.39",13758515.1
15605950,Onwuamaeze,530,Germany,Male,23,1,"€ 165,227.23",14870450.7
15812497,D'Albertis,654,Germany,Male,37,5,"€ 75,927.35",6833461.5
15690678,Brooks,530,FRA,Female,33,4,"€ 172,930.28",15563725.2
15747677,Gordon,656,Spain,Male,69,6,"€ 36,108.50",3249765
15618926,Nwachukwu,520,Spain,Male,43,7,"€ 36,202.74",3258246.6
15673908,Chinweike,602,Germany,Female,42,6,"€ 131,886.46",11869781.4
15727944,Simpkinson,701,Germany,Female,48,1,"€ 133,992.36",12059312.4
15807294,Walker,653,Spain,Female,30,2,"€ 96,658.26",8699243.4
15618581,Diribe,668,Spain,Male,25,8,"€ 135,112.09",12160088.1
15584364,Trentini,652,FRA,Male,48,4,"€ 163,944.18",14754976.2
15599552,Conway,639,Spain,Female,54,2,"€ 53,843.71",4845933.9
15749177,Maslow,730,Spain,Female,52,7,"€ 122,398.84",11015895.6
15718779,Clark,780,FRA,Male,34,1,"€ 64,804.04",5832363.6
15568106,L?,592,FRA,Female,38,8,"€ 19,370.73",1743365.7
15779481,Swadling,628,France,Male,34,4,"€ 126,192.54",11357328.6
15709994,Gallo,658,French,Female,40,7,"€ 135,459.02",12191311.8
15772777,Onyemachukwu,850,Spain,Female,29,10,"€ 94,815.04",8533353.6
15706815,Samoylova,515,Germany,Male,37,2,"€ 188,366.04",16952943.6
15618018,Dickson,571,French,Female,35,1,"€ 178,512.52",16066126.8
15671032,He,760,Germany,Male,42,0,"€ 97,906.38",8811574.2
15634281,P'an,720,Germany,Female,43,10,"€ 72,861.94",6557574.6
15766374,Leak,632,Germany,Male,42,4,"€ 195,978.86",17638097.4
15600991,Artemieva,694,Germany,Male,31,6,"€ 19,448.93",1750403.7
15777576,Frost,559,Spain,Female,40,5,"€ 32,635.54",2937198.6
15742613,Warner,773,Germany,Female,42,8,"€ 171,733.22",15455989.8
15649523,Kennedy,581,French,Male,38,1,"€ 46,176.22",4155859.8
15651063,Ifeatu,524,Germany,Female,37,9,"€ 179,634.69",16167122.1
15683124,Evans,713,FRA,Male,53,6,"€ 191,521.32",17236918.8
15618314,Chu,676,FRA,Male,40,8,"€ 67,998.45",6119860.5
15670823,Hsueh,651,Germany,Female,42,1,"€ 44,731.80",4025862
15607133,Shih,717,Spain,Female,49,1,"€ 124,532.90",11207961
15615012,Fan,594,French,Male,23,5,"€ 160,968.44",14487159.6
15725141,Whiddon,716,France,Female,44,3,"€ 27,341.63",2460746.7
15623560,Onyekachukwu,668,FRA,Female,35,6,"€ 53,994.64",4859517.6
15693018,Ermakova,678,Germany,Male,23,10,"€ 91,633.53",8247017.7
15636756,Marino,545,French,Male,23,2,"€ 189,613.12",17065180.8
15647474,Niu,613,French,Female,40,9,"€ 60,706.33",5463569.7
15576714,Manna,687,Spain,Female,21,8,"€ 154,767.34",13929060.6
15585047,Onyemere,715,French,Male,28,7,"€ 196,853.11",17716779.9
15743976,Archer,618,Germany,Male,41,8,"€ 195,775.48",17619793.2
15793881,Mitchell,721,France,Female,35,6,"€ 3,086.89",277820.1
15576517,Everingham,445,Germany,Female,34,7,"€ 70,618.00",6355620
15631072,Huie,690,France,Male,38,1,"€ 55,034.02",4953061.8
15730394,Crowther,709,France,Female,43,8,"€ 168,035.62",15123205.8
15631460,Swift,671,Spain,Female,42,3,"€ 128,449.33",11560439.7
15692002,Skelton,538,French,Male,33,6,"€ 199,249.29",17932436.1
15595282,White,735,France,Female,33,4,"€ 149,474.69",13452722.1
15789548,Giordano,592,FRA,Female,37,7,"€ 126,726.33",11405369.7
15758035,Bateson,747,FRA,Male,61,7,"€ 147,554.26",13279883.4
15617518,Hu,675,Germany,Male,36,7,"€ 149,399.70",13445973
15651802,Day,632,Spain,Female,39,5,"€ 93,536.38",8418274.2
15631813,Beneventi,621,France,Male,39,6,"€ 58,883.91",5299551.9
15729668,Elizabeth,521,Spain,Male,29,3,"€ 154,271.41",13884426.9
15741728,Atkins,591,Spain,Male,36,7,"€ 122,022.89",10982060.1
15576676,Serrano,706,Germany,Female,28,6,"€ 50,299.14",4526922.6
15711378,Willis,677,France,Male,38,4,"€ 187,800.63",16902056.7
15765520,Stevenson,769,Germany,Male,27,7,"€ 171,344.09",15420968.1
15656726,Ch'ien,771,France,Male,32,5,"€ 40,920.59",3682853.1
15647842,Cunningham,601,Germany,Female,48,8,"€ 63,940.68",5754661.2
15719309,Stephens,670,FRA,Female,42,1,"€ 29,483.87",2653548.3
15748718,Gordon,517,FRA,Male,28,2,"€ 179,056.23",16115060.7
15594404,Bevan,834,France,Female,49,8,"€ 129,273.94",11634654.6
15751158,Mashman,571,FRA,Female,42,4,"€ 55,558.51",5000265.9
15593470,Tu,576,Germany,Female,36,8,"€ 23,305.85",2097526.5
15695129,Milanesi,718,French,Female,31,1,"€ 17,128.64",1541577.6
15640865,Romano,636,Germany,Female,31,9,"€ 74,641.90",6717771
15714080,Goliwe,566,Germany,Female,40,2,"€ 154,486.01",13903740.9
15648721,Hsueh,711,France,Male,64,4,"€ 3,185.67",286710.3
15801466,Gray,574,France,Female,39,2,"€ 88,463.63",7961726.7
15750248,Wright,619,French,Female,35,8,"€ 65,682.93",5911463.7
15758726,Chiemeka,588,French,Female,24,0,"€ 140,586.08",12652747.2
15781553,Chung,760,Germany,Female,49,9,"€ 117,232.90",10550961
15649121,Pinto,665,French,Male,52,3,"€ 116,137.01",10452330.9
15674811,Kellway,739,Germany,Male,29,3,"€ 105,533.96",9498056.4
15646037,Sopuluchi,641,FRA,Male,77,9,"€ 81,514.06",7336265.4
15722578,Spitzer,685,Germany,Female,21,6,"€ 164,966.27",14846964.3
15665695,Potter,594,France,Female,49,4,"€ 23,631.55",2126839.5
15801062,Matthews,557,Spain,Female,40,4,"€ 105,433.53",9489017.7
15662955,Nicholls,697,FRA,Male,27,8,"€ 90,591.15",8153203.5
15770309,McDonald,656,France,Male,18,10,"€ 127,014.32",11431288.8
15657386,Fiorentini,712,Germany,Male,43,1,"€ 90,905.26",8181473.4
15777797,Kovalyova,689,Spain,Male,38,5,"€ 8,651.92",778672.8
15783955,Miah,697,French,Female,25,4,"€ 15,467.98",1392118.2
15804516,Builder,589,French,Male,38,2,"€ 79,915.28",7192375.2
15681758,Baddeley,525,Spain,Female,25,10,"€ 69,361.95",6242575.5
15630321,Hu,680,FRA,Male,44,3,"€ 86,935.08",7824157.2
15588248,Hs?,617,FRA,Female,28,0,"€ 7,597.83",683804.7
15591932,Ford,680,FRA,Male,32,5,"€ 116,957.60",10526184
15810347,Todd,662,Spain,Female,30,9,"€ 157,884.83",14209634.7
15595303,Johnston,736,Germany,Male,46,5,"€ 77,981.54",7018338.6
15634950,Obiajulu,657,Germany,Male,57,8,"€ 126,369.55",11373259.5
15685372,Azubuike,350,Spain,Male,54,1,"€ 191,973.49",17277614.1
15745827,Padovesi,617,French,Male,30,3,"€ 142,940.39",12864635.1
15755868,Farmer,562,FRA,Male,35,7,"€ 48,869.67",4398270.3
15735222,Ignatieff,705,Spain,Female,23,5,"€ 73,131.73",6581855.7
15604804,Lu,516,FRA,Female,33,7,"€ 120,037.36",10803362.4
15718944,Artemiev,573,FRA,Female,37,6,"€ 193,995.37",17459583.3
15678626,Okonkwo,538,Spain,Female,31,0,"€ 179,453.66",16150829.4
15571550,Dore,699,France,Male,39,9,"€ 80,963.92",7286752.8
15723053,T'ang,504,Germany,Male,32,8,"€ 15,658.99",1409309.1
15661528,Ashbolt,583,Spain,Male,47,5,"€ 92,708.10",8343729
15754177,Bazarova,712,Spain,Male,53,2,"€ 26,542.17",2388795.3
15683544,Buccho,626,Spain,Male,62,3,"€ 65,010.74",5850966.6
15708048,Burn,631,France,Female,34,4,"€ 106,892.91",9620361.9
15701109,Andreyev,663,FRA,Female,37,7,"€ 185,210.63",16668956.7
15600110,Endrizzi,506,Germany,Female,41,3,"€ 4,035.46",363191.4
15651533,Brown,570,Germany,Female,50,5,"€ 177,805.44",16002489.6
15777904,Nock,703,France,Female,45,7,"€ 68,831.72",6194854.8
15655574,Okeke,698,Germany,Female,40,8,"€ 114,732.62",10325935.8
15569423,Cunningham,731,Spain,Male,41,4,"€ 22,299.27",2006934.3
15718106,Kelley,625,France,Male,34,6,"€ 197,283.20",17755488
15585067,Wilson,634,Spain,Male,31,9,"€ 179,485.96",16153736.4
15675501,Woods,616,French,Male,59,5,"€ 17,699.48",1592953.2
15633233,McFarland,500,France,Male,56,1,"€ 118,490.80",10664172
15667134,Cisneros,446,France,Male,32,8,"€ 133,292.94",11996364.6
15659105,Borchgrevink,669,France,Female,47,9,"€ 58,170.24",5235321.6
15575409,Rozhkova,581,Germany,Male,31,6,"€ 107,137.30",9642357
15752342,Bradley,704,Germany,Female,54,6,"€ 145,071.33",13056419.7
15654851,Obialo,748,FRA,Male,44,2,"€ 85,495.24",7694571.6
15741429,Hudson,680,Spain,Female,31,9,"€ 101,139.30",9102537
15682356,Veltri,655,FRA,Female,37,7,"€ 10,511.13",946001.7
15806447,Mazzanti,690,Germany,Male,32,0,"€ 137,916.49",12412484.1
15800229,Thorpe,695,Germany,Male,40,7,"€ 193,383.13",17404481.7
15663441,Golibe,700,Germany,Female,40,4,"€ 189,826.96",17084426.4
15791991,Udinesi,773,French,Male,52,4,"€ 144,113.42",12970207.8
15775082,Stewart,749,French,Male,42,1,"€ 143,538.51",12918465.9
15579706,Curtis,611,French,Female,46,5,"€ 77,677.14",6990942.6
15718247,Hayden,606,Spain,Female,46,8,"€ 183,717.94",16534614.6
15755722,H?,554,French,Male,24,10,"€ 92,180.62",8296255.8
15582259,Campbell,567,FRA,Female,37,7,"€ 28,690.90",2582181
15716994,Green,559,Spain,Male,24,3,"€ 85,891.02",7730191.8
15586880,P'eng,594,Germany,Male,41,2,"€ 42,050.24",3784521.6
15713854,Cremonesi,513,French,Female,37,6,"€ 110,142.34",9912810.6
15780835,Liang,652,Germany,Female,26,1,"€ 179,269.79",16134281.1
15675896,Gough,680,Germany,Female,42,7,"€ 90,558.24",8150241.6
15658459,Bates,784,Spain,Male,33,10,"€ 162,022.47",14582022.3
15658057,Padovesi,812,Spain,Female,44,8,"€ 66,926.83",6023414.7
15801767,Yin,784,Spain,Female,40,8,"€ 108,891.30",9800217
15569178,Kharlamov,570,FRA,Female,18,4,"€ 71,811.90",6463071
15731478,Nicholls,712,France,Female,42,1,"€ 92,223.59",8300123.1
15811236,Burns,705,Spain,Male,39,6,"€ 78,065.90",7025931
15746749,Fleming,681,Spain,Female,32,3,"€ 59,679.90",5371191
15662758,Watson,620,French,Male,41,0,"€ 85,000.32",7650028.8
15709387,Obiajulu,711,France,Male,52,5,"€ 159,808.95",14382805.5
15572093,Han,613,France,Female,24,7,"€ 129,001.30",11610117
15713826,Ferguson,613,Germany,Female,20,0,"€ 113,557.70",10220193
15570205,Tao,682,Spain,Male,36,5,"€ 147,758.51",13298265.9
15589348,Le Grand,850,Spain,Male,37,4,"€ 28,865.59",2597903.1
15804610,Valdez,601,France,Female,41,1,"€ 160,607.06",14454635.4
15700854,Cunningham,595,Spain,Male,35,8,"€ 100,015.79",9001421.1
15758836,Godfrey,675,Spain,Male,36,3,"€ 54,478.52",4903066.8
15772933,Mai,591,Spain,Male,31,8,"€ 141,677.33",12750959.7
15809006,Walker,602,France,Male,23,7,"€ 84,077.60",7566984
15689612,Pirozzi,554,Spain,Female,34,8,"€ 106,981.03",9628292.7
15744614,Feng,541,FRA,Male,37,9,"€ 73,551.44",6619629.6
15704250,Akabueze,506,French,Male,34,7,"€ 115,842.10",10425789
15700255,Robson,814,Germany,Male,44,8,"€ 107,013.59",9631223.1
15669410,Yevdokimova,683,French,Male,30,8,"€ 24,938.84",2244495.6
15807595,Ijendu,485,Germany,Male,51,7,"€ 51,113.14",4600182.6
15664523,Colombo,696,Germany,Female,31,8,"€ 33,828.64",3044577.6
15642833,Akubundu,608,FRA,Female,30,8,"€ 128,875.86",11598827.4
15605279,Francis,792,FRA,Male,50,9,"€ 194,700.81",17523072.9
15713644,Marshall,686,Spain,Male,22,5,"€ 158,974.45",14307700.5
15750466,Rhodes,790,Germany,Male,42,1,"€ 198,182.73",17836445.7
15739054,Y?,654,France,Female,29,4,"€ 141,404.07",12726366.3
15612771,Bell,452,French,Male,35,4,"€ 4,175.68",375811.2
15788483,Kerr,719,Spain,Male,38,0,"€ 126,876.47",11418882.3
15732832,Jideofor,707,FRA,Female,40,5,"€ 41,052.82",3694753.8
15772892,Robertson,699,French,Female,49,2,"€ 105,760.01",9518400.9
15713843,Kao,850,Spain,Male,30,2,"€ 27,937.12",2514340.8
15567993,Palmer,828,Spain,Male,28,8,"€ 79,355.87",7142028.3
15617603,Mackay,850,Germany,Male,30,5,"€ 102,180.27",9196224.3
15744983,Burgmann,712,Spain,Male,47,1,"€ 95,719.73",8614775.7
15630419,Davis,634,France,Male,44,9,"€ 57,121.51",5140935.9
15738828,Milano,730,Germany,Male,45,6,"€ 162,478.11",14623029.9
15778025,Dellucci,685,Germany,Male,43,9,"€ 194,808.51",17532765.9
15799479,Coles,809,Spain,Male,33,9,"€ 124,045.65",11164108.5
15684269,Gray,707,Spain,Female,35,3,"€ 17,987.40",1618866
15762745,Macvitie,648,Spain,Male,32,8,"€ 133,653.38",12028804.2
15746970,Townsend,760,Spain,Female,57,1,"€ 25,101.17",2259105.3
15725024,Pope,805,Germany,Female,33,3,"€ 33,330.89",2999780.1
15592116,Jensen,585,French,Female,39,7,"€ 2,401.26",216113.4
15624391,Thomson,595,Spain,Female,30,5,"€ 178,361.04",16052493.6
15567422,Chiazagomekpele,630,FRA,Male,42,6,"€ 162,697.93",14642813.7
15612627,Ozuluonye,627,Germany,Male,29,5,"€ 80,607.33",7254659.7
15574879,Wright,631,Germany,Female,37,2,"€ 23,146.62",2083195.8
15745107,Lung,776,Germany,Male,38,5,"€ 89,893.60",8090424
15734491,Lombardo,676,Spain,Female,36,4,"€ 3,173.31",285597.9
15675320,Leonard,758,Spain,Female,40,5,"€ 123,218.81",11089692.9
15643824,Johnston,637,French,Male,33,0,"€ 74,588.41",6712956.9
15643438,P'eng,850,FRA,Male,20,7,"€ 31,288.77",2815989.3
15721730,Amechi,601,Spain,Female,44,4,"€ 58,561.31",5270517.9
15680727,Fang,735,France,Male,49,5,"€ 148,804.36",13392392.4
15752508,Docherty,614,Germany,Male,32,7,"€ 51,117.06",4600535.4
15808846,Horton,672,Germany,Female,21,3,"€ 164,537.17",14808345.3
15727251,Vincent,642,French,Male,30,8,"€ 61,977.82",5578003.8
15663489,Onio,633,Germany,Female,29,0,"€ 193,362.99",17402669.1
15683677,Schiavone,769,Spain,Male,39,9,"€ 47,722.79",4295051.1
15596414,Chandler,796,Spain,Male,41,8,"€ 18,510.41",1665936.9
15730639,Fiorentino,715,French,Male,23,7,"€ 65,057.71",5855193.9
15672132,Butusov,695,France,Female,42,7,"€ 46,374.64",4173717.6
15742638,Wang,747,French,Female,25,4,"€ 42,039.67",3783570.3
15578603,Alexeieva,584,Germany,Female,54,1,"€ 138,192.98",12437368.2
15726088,Vinogradova,476,French,Male,40,6,"€ 22,735.45",2046190.5
15682533,Hughes,850,French,Female,39,7,"€ 186,910.74",16821966.6
15772995,Ts'ao,529,FRA,Male,30,2,"€ 75,285.47",6775692.3
15765694,Bage,584,Spain,Female,59,1,"€ 130,260.11",11723409.9
15659486,Yudina,586,Germany,Male,34,9,"€ 15,034.93",1353143.7
15568963,Naquin,674,Germany,Male,34,2,"€ 175,709.40",15813846
15703820,Endrizzi,552,FRA,Male,42,9,"€ 101,069.71",9096273.9
15569410,Tang,601,Germany,Female,33,7,"€ 153,012.13",13771091.7
15632256,Schroeder,541,French,Male,29,7,"€ 86,173.92",7755652.8
15724466,Swearingen,744,Germany,Female,41,2,"€ 197,548.63",17779376.7
15777639,McGregor,595,Spain,Female,23,10,"€ 37,042.80",3333852
15802501,Onyeorulu,724,Germany,Male,33,5,"€ 121,085.72",10897714.8
15778410,Clarke,533,Spain,Female,52,7,"€ 194,113.99",17470259.1
15670702,Smith,618,France,Male,37,2,"€ 101,273.23",9114590.7
15704763,Kozlova,523,Germany,Female,39,1,"€ 118,711.75",10684057.5
15645544,Nekrasov,642,Germany,Female,30,5,€ 582.53,52427.7
15757646,Olague,584,French,Male,35,9,"€ 192,381.21",17314308.9
15701121,Holt,521,France,Male,38,5,"€ 136,507.69",12285692.1
15796313,Olsen,662,FRA,Female,36,4,"€ 138,871.12",12498400.8
15815660,Mazzi,758,FRA,Female,34,1,"€ 60,728.89",5465600.1
15602844,Niu,717,French,Male,38,7,"€ 189,175.71",17025813.9
15636238,Graham,611,French,Male,40,1,"€ 102,547.56",9229280.4
15770101,Millar,766,Germany,Male,43,6,"€ 36,706.56",3303590.4
15645543,Bell,636,France,Female,34,3,"€ 44,756.25",4028062.5
15596397,Kelly,814,France,Female,48,7,"€ 132,870.15",11958313.5
15770525,T'an,760,Spain,Male,28,1,"€ 16,287.38",1465864.2
15684267,Davila,607,Germany,Male,39,2,"€ 121,945.42",10975087.8
15689980,Willis,725,Spain,Female,36,4,"€ 131,173.90",11805651
15633260,Dumetochukwu,600,France,Male,37,1,"€ 88,669.89",7980290.1
15756471,Giles,656,Germany,Male,27,4,"€ 160,835.30",14475177
15721303,O'Meara,640,Spain,Male,34,1,"€ 24,761.36",2228522.4
15802256,Yao,439,FRA,Male,28,7,"€ 138,526.96",12467426.4
15725664,Wallace,549,FRA,Female,38,8,"€ 157,442.75",14169847.5
15674851,T'ien,622,France,Male,38,5,"€ 105,295.77",9476619.3
15701946,Ndubueze,715,French,Male,34,4,"€ 97,782.92",8800462.8
15748947,Chukwuraenye,657,French,Female,41,5,"€ 68,255.88",6143029.2
15673342,K'ung,703,France,Male,36,2,"€ 108,790.95",9791185.5
15601008,Stevenson,802,FRA,Male,33,8,"€ 143,706.18",12933556.2
15771636,Marshall,793,Spain,Female,36,0,"€ 148,993.47",13409412.3
15642002,Hayward,554,FRA,Female,35,6,"€ 95,277.15",8574943.5
15693381,Tipton,533,Spain,Male,38,1,"€ 152,956.33",13766069.7
15607691,Gibson,658,France,Male,36,8,"€ 94,925.62",8543305.8
15589380,Fraser,713,Germany,Male,40,3,"€ 87,308.18",7857736.2
15603846,Fang,711,Spain,Male,37,2,"€ 83,978.86",7558097.4
15753549,Dubinina,669,French,Male,25,1,"€ 37,543.93",3378953.7
15725355,Morey,439,FRA,Female,43,8,"€ 104,889.30",9440037
15773017,Todd,763,Spain,Female,37,6,"€ 149,705.25",13473472.5
15625641,Forbes,697,Germany,Female,74,3,"€ 16,445.79",1480121.1
15776467,De Salis,702,Spain,Female,35,8,"€ 54,689.16",4922024.4
15746451,Barry,686,Spain,Male,41,7,"€ 194,913.86",17542247.4
15777922,Afamefuna,629,Spain,Male,36,1,"€ 146,371.72",13173454.8
15606841,Ibbott,823,FRA,Male,38,1,"€ 156,603.70",14094333
15757648,Marshall,683,Germany,Female,35,5,"€ 182,566.76",16431008.4
15677173,Law,555,French,Male,37,9,"€ 60,194.05",5417464.5
15764170,Pinto,647,Germany,Male,44,4,"€ 36,579.53",3292157.7
15610446,Chinedum,714,FRA,Female,51,4,"€ 5,862.53",527627.7
15612776,McKay,850,Spain,Female,39,10,"€ 143,030.09",12872708.1
15794122,Otutodilinna,713,France,Female,59,3,"€ 62,700.08",5643007.2
15774931,She,452,France,Male,30,7,"€ 99,017.34",8911560.6
15779247,Pai,683,Spain,Female,24,8,"€ 187,987.01",16918830.9
15707078,Kruglov,577,FRA,Female,26,1,"€ 123,454.62",11110915.8
15605263,Chin,552,FRA,Male,33,5,"€ 10,921.50",982935
15607381,King,769,Germany,Female,31,7,"€ 53,817.23",4843550.7
15683471,Hansen,691,FRA,Male,38,7,"€ 81,617.40",7345566
15605037,Ting,818,FRA,Female,49,2,"€ 192,298.84",17306895.6
15576085,Stone,739,France,Male,41,5,"€ 143,882.25",12949402.5
15770435,McLean,639,French,Female,50,6,"€ 53,130.41",4781736.9
15592994,Zikoranachidimma,651,French,Female,65,0,"€ 190,454.04",17140863.6
15624068,Fu,779,France,Female,26,0,"€ 111,906.00",10071540
15595221,Trevisano,850,Germany,Female,33,7,"€ 113,177.95",10186015.5
15637131,Fallaci,829,France,Male,38,9,"€ 30,529.88",2747689.2
15613471,Wiley,579,Germany,Male,31,2,"€ 18,800.13",1692011.7
15583499,Chiagoziem,510,France,Male,32,9,"€ 46,127.70",4151493
15752816,Murray,531,French,Male,29,3,"€ 75,585.48",6802693.2
15804075,Chuang,628,Germany,Female,36,3,"€ 63,085.94",5677734.6
15800517,Huang,633,Spain,Male,32,5,"€ 74,415.20",6697368
15712319,Chukwukere,714,Spain,Male,45,8,"€ 139,889.15",12590023.5
15797389,Hsia,604,Spain,Male,23,9,"€ 7,267.25",654052.5
15621432,Lee,630,Spain,Male,35,1,"€ 186,826.22",16814359.8
15779390,Theus,850,Spain,Female,31,4,"€ 162,149.07",14593416.3
15711219,Jennings,788,Germany,Female,57,8,"€ 180,150.49",16213544.1
15770498,Parker,798,French,Female,37,4,"€ 83,478.12",7513030.8
15678727,Tan,770,Germany,Male,45,4,"€ 26,163.74",2354736.6
